pacote,total,php,blade,migrations,seeders,commands
CopilotoCompras_MVP01,19,0,0,0,0,0
AgenteComprasIA_Build35_RC29_RevisorIA_API,26,0,0,0,0,0
Processo_0001_Sarah_Farias_Completo,17,0,0,0,0,0
pacote_documental_build_04_leve_20260614_183053,15,0,0,0,0,0
AgenteComprasIA_Build39_RC33_Descritivo_Tecnico_Geral,30,0,0,0,0,0
pacote_documental_build_04_leve_20260614_181802,15,0,0,0,0,0
AgenteComprasIA_Build38_RC32_BaseConhecimento_Checagem,28,0,0,0,0,0
